1	There	_	EX	EX	_	2	expl	_	_
1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	6	dep	_	_
3	,	_	,	,	_	6	punct	_	_
4	I	_	PRP	PRP	_	6	nsubj	_	_
5	'm	_	VBP	VBP	_	6	aux	_	_
6	going	_	VBG	VBG	_	0	null	_	_
7	in	_	IN	IN	_	6	prt	_	_
8	.	_	.	.	_	6	punct	_	_

1	Give	_	VB	VB	_	0	null	_	_
2	me	_	PRP	PRP	_	1	iobj	_	_
3	your	_	PRP$	PRP$	_	4	poss	_	_
4	hands	_	NNS	NNS	_	1	dobj	_	_
5	!	_	.	.	_	1	punct	_	_

1	Aah	_	UH	UH	_	0	null	_	_
2	!	_	.	.	_	1	punct	_	_

1	Stop	_	NN	NN	_	0	null	_	_
2	!	_	.	.	_	1	punct	_	_

1	Do	_	VBP	VBP	_	3	aux	_	_
2	n't	_	RB	RB	_	3	neg	_	_
3	move	_	VB	VB	_	0	null	_	_
4	!	_	.	.	_	3	punct	_	_

1	Come	_	NN	NN	_	0	null	_	_
2	on	_	IN	IN	_	1	dep	_	_
3	.	_	.	.	_	1	punct	_	_

1	Get	_	VB	VB	_	0	null	_	_
2	up	_	RB	RB	_	1	prt	_	_
3	.	_	.	.	_	1	punct	_	_

1	Oh	_	UH	UH	_	5	dep	_	_
2	,	_	,	,	_	5	punct	_	_
3	I	_	PRP	PRP	_	5	nsubj	_	_
4	'm	_	VBP	VBP	_	5	cop	_	_
5	sorry	_	JJ	JJ	_	0	null	_	_
6	about	_	IN	IN	_	5	prep	_	_
7	that	_	WDT	WDT	_	6	pobj	_	_
8	.	_	.	.	_	5	punct	_	_

1	We	_	PRP	PRP	_	2	nsubj	_	_
2	know	_	VBP	VBP	_	0	null	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	helped	_	VBD	VBD	_	2	ccomp	_	_
5	make	_	VB	VB	_	4	xcomp	_	_
6	pipe	_	NN	NN	_	7	nn	_	_
7	bombs	_	NNS	NNS	_	8	nsubj	_	_
8	used	_	VBD	VBD	_	5	dep	_	_
9	to	_	TO	TO	_	10	aux	_	_
10	kill	_	VB	VB	_	8	xcomp	_	_
11	cops	_	NNS	NNS	_	10	dobj	_	_
12	.	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	look	_	NN	NN	_	1	appos	_	_
4	at	_	IN	IN	_	3	prep	_	_
5	me	_	PRP	PRP	_	4	pobj	_	_
6	.	_	.	.	_	1	punct	_	_

1	Was	_	VBD	VBD	_	0	null	_	_
2	it	_	PRP	PRP	_	1	dobj	_	_
3	for	_	IN	IN	_	1	prep	_	_
4	this	_	DT	DT	_	5	det	_	_
5	guy	_	NN	NN	_	3	pobj	_	_
6	,	_	,	,	_	5	punct	_	_
7	Beckett	_	NNP	NNP	_	5	appos	_	_
8	?	_	.	.	_	1	punct	_	_

1	No.	_	NN	NN	_	4	nsubj	_	_
2	Are	_	VBP	VBP	_	4	cop	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	sure	_	JJ	JJ	_	0	null	_	_
5	?	_	.	.	_	4	punct	_	_

1	Come	_	NN	NN	_	0	null	_	_
2	on	_	IN	IN	_	1	dep	_	_
3	.	_	.	.	_	1	punct	_	_

1	Come	_	NN	NN	_	4	dep	_	_
2	on	_	IN	IN	_	4	rel	_	_
3	,	_	,	,	_	2	punct	_	_
4	come	_	VBN	VBN	_	0	null	_	_
5	on	_	IN	IN	_	4	prep	_	_
6	.	_	.	.	_	4	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	need	_	VBP	VBP	_	0	null	_	_
3	something	_	NN	NN	_	2	dobj	_	_
4	?	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	...	_	:	:	_	1	punct	_	_

1	Mouse	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	What	_	WP	WP	_	2	attr	_	_
2	are	_	VBP	VBP	_	0	null	_	_
3	you	_	PRP	PRP	_	2	nsubj	_	_
4	looking	_	VBG	VBG	_	2	dep	_	_
5	for	_	IN	IN	_	4	prep	_	_
6	?	_	.	.	_	2	punct	_	_

1	Just	_	RB	RB	_	3	advmod	_	_
2	some	_	DT	DT	_	3	det	_	_
3	history	_	NN	NN	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	know	_	VBP	VBP	_	0	null	_	_
3	there	_	EX	EX	_	4	expl	_	_
4	's	_	VBZ	VBZ	_	2	ccomp	_	_
5	a	_	DT	DT	_	7	det	_	_
6	better	_	JJR	JJR	_	7	amod	_	_
7	way	_	NN	NN	_	4	nsubj	_	_
8	,	_	,	,	_	4	punct	_	_
9	right	_	RB	RB	_	4	neg	_	_
10	?	_	.	.	_	2	punct	_	_

1	What	_	WP	WP	_	4	dobj	_	_
2	do	_	VBP	VBP	_	4	aux	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	mean	_	VB	VB	_	0	null	_	_
5	?	_	.	.	_	4	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	See	_	VB	VB	_	0	null	_	_
2	,	_	,	,	_	4	punct	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	input	_	NN	NN	_	1	parataxis	_	_
5	all	_	PDT	PDT	_	9	predet	_	_
6	the	_	DT	DT	_	9	det	_	_
7	old	_	JJ	JJ	_	9	amod	_	_
8	paper	_	NN	NN	_	9	nn	_	_
9	transcripts	_	NNS	NNS	_	4	dobj	_	_
10	and	_	CC	CC	_	4	cc	_	_
11	ran	_	VBD	VBD	_	4	conj	_	_
12	OCR	_	NNP	NNP	_	11	dobj	_	_
13	so	_	IN	IN	_	16	mark	_	_
14	they	_	PRP	PRP	_	16	nsubj	_	_
15	're	_	VBP	VBP	_	16	cop	_	_
16	searchable	_	JJ	JJ	_	11	advcl	_	_
17	now	_	RB	RB	_	16	advmod	_	_
18	.	_	.	.	_	1	punct	_	_

1	Well	_	RB	RB	_	0	null	_	_
2	,	_	,	,	_	3	punct	_	_
3	do	_	VBP	VBP	_	1	dep	_	_
4	you	_	PRP	PRP	_	5	nsubj	_	_
5	have	_	VBP	VBP	_	3	ccomp	_	_
6	the	_	DT	DT	_	9	det	_	_
7	grand	_	JJ	JJ	_	9	amod	_	_
8	jury	_	NN	NN	_	9	nn	_	_
9	stuff	_	NN	NN	_	5	dobj	_	_
10	in	_	IN	IN	_	5	prep	_	_
11	there	_	RB	RB	_	10	pobj	_	_
12	?	_	.	.	_	1	punct	_	_

1	Of	_	IN	IN	_	0	null	_	_
2	course	_	NN	NN	_	1	pobj	_	_
3	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	3	nsubj	_	_
2	can	_	MD	MD	_	3	aux	_	_
3	scroll	_	VB	VB	_	0	null	_	_
4	through	_	RP	RP	_	3	prt	_	_
5	by	_	IN	IN	_	3	prep	_	_
6	just	_	RB	RB	_	7	advmod	_	_
7	running	_	VBG	VBG	_	5	pcomp	_	_
8	your	_	PRP$	PRP$	_	9	poss	_	_
9	finger	_	NN	NN	_	7	dobj	_	_
10	.	_	.	.	_	3	punct	_	_

1	Here	_	RB	RB	_	2	advmod	_	_
2	are	_	VBP	VBP	_	0	null	_	_
3	the	_	DT	DT	_	4	det	_	_
4	testimonies	_	NNS	NNS	_	2	nsubj	_	_
5	.	_	.	.	_	2	punct	_	_

1	No	_	UH	UH	_	6	dep	_	_
2	,	_	,	,	_	6	punct	_	_
3	this	_	DT	DT	_	6	nsubj	_	_
4	is	_	VBZ	VBZ	_	6	cop	_	_
5	n't	_	RB	RB	_	6	neg	_	_
6	anything	_	NN	NN	_	0	null	_	_
7	.	_	.	.	_	6	punct	_	_

1	Do	_	VB	VB	_	3	aux	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	have	_	VB	VB	_	0	null	_	_
4	the	_	DT	DT	_	5	det	_	_
5	wire	_	NN	NN	_	3	dobj	_	_
6	in	_	IN	IN	_	3	prep	_	_
7	here	_	RB	RB	_	6	pobj	_	_
8	?	_	.	.	_	3	punct	_	_

1	Mmhmm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	There	_	RB	RB	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	This	_	DT	DT	_	2	det	_	_
2	way	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	See	_	VB	VB	_	4	dep	_	_
2	,	_	,	,	_	4	punct	_	_
3	there	_	EX	EX	_	4	expl	_	_
4	's	_	VBZ	VBZ	_	0	null	_	_
5	a	_	DT	DT	_	6	det	_	_
6	reference	_	NN	NN	_	4	nsubj	_	_
7	here	_	RB	RB	_	6	advmod	_	_
8	to	_	TO	TO	_	9	aux	_	_
9	wit	_	VB	VB	_	6	infmod	_	_
10	.	_	.	.	_	4	punct	_	_

1	Wit	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Wit	_	NNP	NNP	_	4	advmod	_	_
2	,	_	,	,	_	4	punct	_	_
3	what	_	WP	WP	_	4	attr	_	_
4	's	_	VBZ	VBZ	_	0	null	_	_
5	wit	_	NN	NN	_	4	nsubj	_	_
6	?	_	.	.	_	4	punct	_	_

1	A	_	DT	DT	_	2	det	_	_
2	witness	_	NN	NN	_	0	null	_	_
3	?	_	.	.	_	2	punct	_	_

1	Son	_	NN	NN	_	0	null	_	_
2	of	_	IN	IN	_	1	prep	_	_
3	a	_	DT	DT	_	4	det	_	_
4	bitch	_	NN	NN	_	2	pobj	_	_
5	.	_	.	.	_	1	punct	_	_

1	Whit	_	NNP	NNP	_	4	nsubj	_	_
2	was	_	VBD	VBD	_	4	cop	_	_
3	a	_	DT	DT	_	4	det	_	_
4	guy	_	NN	NN	_	0	null	_	_
5	named	_	VBN	VBN	_	4	partmod	_	_
6	Nathan	_	NNP	NNP	_	7	nn	_	_
7	Whitcomb	_	NNP	NNP	_	5	dep	_	_
8	.	_	.	.	_	4	punct	_	_

1	Nathan	_	NNP	NNP	_	2	nn	_	_
2	Whitcomb	_	NNP	NNP	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	He	_	PRP	PRP	_	3	nsubj	_	_
2	supposedly	_	RB	RB	_	3	advmod	_	_
3	worked	_	VBD	VBD	_	0	null	_	_
4	for	_	IN	IN	_	3	prep	_	_
5	Beckett	_	NNP	NNP	_	4	pobj	_	_
6	,	_	,	,	_	3	punct	_	_
7	but	_	CC	CC	_	3	cc	_	_
8	we	_	PRP	PRP	_	11	nsubj	_	_
9	did	_	VBD	VBD	_	11	aux	_	_
10	n't	_	RB	RB	_	11	neg	_	_
11	have	_	VB	VB	_	3	conj	_	_
12	anything	_	NN	NN	_	11	dobj	_	_
13	on	_	IN	IN	_	12	prep	_	_
14	him	_	PRP	PRP	_	13	pobj	_	_
15	.	_	.	.	_	3	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	That	_	DT	DT	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	him	_	PRP	PRP	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	Mouse	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	do	_	VBP	VBP	_	0	null	_	_
4	you	_	PRP	PRP	_	5	nsubj	_	_
5	have	_	VBP	VBP	_	3	ccomp	_	_
6	the	_	DT	DT	_	9	det	_	_
7	original	_	JJ	JJ	_	9	amod	_	_
8	wire	_	NN	NN	_	9	nn	_	_
9	recordings	_	NNS	NNS	_	5	dobj	_	_
10	?	_	.	.	_	3	punct	_	_

1	Well	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	I	_	PRP	PRP	_	0	null	_	_
4	...	_	:	:	_	3	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	can	_	MD	MD	_	3	aux	_	_
3	get	_	VB	VB	_	0	null	_	_
4	it	_	PRP	PRP	_	3	dobj	_	_
5	.	_	.	.	_	3	punct	_	_

1	Call	_	VB	VB	_	0	null	_	_
2	everybody	_	NN	NN	_	1	dobj	_	_
3	.	_	.	.	_	1	punct	_	_

1	Now	_	RB	RB	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	0	null	_	_
2	sure	_	RB	RB	_	1	advmod	_	_
3	about	_	IN	IN	_	2	dep	_	_
4	this	_	DT	DT	_	3	pobj	_	_
5	?	_	.	.	_	1	punct	_	_

1	Well	_	RB	RB	_	7	advmod	_	_
2	,	_	,	,	_	7	punct	_	_
3	it	_	PRP	PRP	_	7	nsubj	_	_
4	's	_	VBZ	VBZ	_	7	cop	_	_
5	the	_	DT	DT	_	7	det	_	_
6	only	_	JJ	JJ	_	7	amod	_	_
7	thing	_	NN	NN	_	0	null	_	_
8	that	_	WDT	WDT	_	9	nsubj	_	_
9	makes	_	VBZ	VBZ	_	7	rcmod	_	_
10	sense	_	NN	NN	_	9	dobj	_	_
11	.	_	.	.	_	7	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	Nathan	_	NNP	NNP	_	5	nn	_	_
5	Whitcomb	_	NNP	NNP	_	2	appos	_	_
6	.	_	.	.	_	2	punct	_	_

1	Do	_	VBP	VBP	_	3	aux	_	_
2	n't	_	RB	RB	_	3	neg	_	_
3	let	_	VB	VB	_	0	null	_	_
4	the	_	DT	DT	_	7	det	_	_
5	nice	_	JJ	JJ	_	7	amod	_	_
6	house	_	NN	NN	_	7	nn	_	_
7	fool	_	NN	NN	_	3	dobj	_	_
8	you	_	PRP	PRP	_	7	dep	_	_
9	.	_	.	.	_	3	punct	_	_

1	Hit	_	VB	VB	_	0	null	_	_
2	it	_	PRP	PRP	_	1	dobj	_	_
3	.	_	.	.	_	1	punct	_	_

1	Go	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Chicago	_	NNP	NNP	_	2	nn	_	_
2	PD	_	NNP	NNP	_	0	null	_	_
3	!	_	.	.	_	2	punct	_	_

1	Chicago	_	NNP	NNP	_	2	nn	_	_
2	PD	_	NNP	NNP	_	0	null	_	_
3	!	_	.	.	_	2	punct	_	_

1	Put	_	VB	VB	_	0	null	_	_
2	your	_	PRP$	PRP$	_	3	poss	_	_
3	hands	_	NNS	NNS	_	1	dobj	_	_
4	up	_	IN	IN	_	1	prep	_	_
5	where	_	WRB	WRB	_	8	advmod	_	_
6	I	_	PRP	PRP	_	8	nsubj	_	_
7	can	_	MD	MD	_	8	aux	_	_
8	see	_	VB	VB	_	4	pcomp	_	_
9	them	_	PRP	PRP	_	8	dobj	_	_
10	now	_	RB	RB	_	8	advmod	_	_
11	!	_	.	.	_	1	punct	_	_

1	Do	_	VBP	VBP	_	3	aux	_	_
2	n't	_	RB	RB	_	3	neg	_	_
3	move	_	VB	VB	_	0	null	_	_
4	!	_	.	.	_	3	punct	_	_

1	Keep	_	VB	VB	_	0	null	_	_
2	your	_	PRP$	PRP$	_	3	poss	_	_
3	hands	_	NNS	NNS	_	1	dobj	_	_
4	where	_	WRB	WRB	_	7	advmod	_	_
5	I	_	PRP	PRP	_	7	nsubj	_	_
6	can	_	MD	MD	_	7	aux	_	_
7	see	_	VB	VB	_	1	advcl	_	_
8	them	_	PRP	PRP	_	7	dobj	_	_
9	!	_	.	.	_	1	punct	_	_

1	Keep	_	VB	VB	_	0	null	_	_
2	your	_	PRP$	PRP$	_	3	poss	_	_
3	hands	_	NNS	NNS	_	1	dobj	_	_
4	where	_	WRB	WRB	_	7	advmod	_	_
5	I	_	PRP	PRP	_	7	nsubj	_	_
6	can	_	MD	MD	_	7	aux	_	_
7	see	_	VB	VB	_	1	advcl	_	_
8	them	_	PRP	PRP	_	7	dobj	_	_
9	.	_	.	.	_	1	punct	_	_

1	Ma'am	_	NNP	NNP	_	4	nsubj	_	_
2	,	_	,	,	_	4	punct	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	want	_	VBP	VBP	_	0	null	_	_
5	you	_	PRP	PRP	_	7	nsubj	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	sit	_	VB	VB	_	4	ccomp	_	_
8	down	_	RB	RB	_	7	advmod	_	_
9	in	_	IN	IN	_	7	prep	_	_
10	the	_	DT	DT	_	11	det	_	_
11	chair	_	NN	NN	_	9	pobj	_	_
12	and	_	CC	CC	_	7	cc	_	_
13	keep	_	VB	VB	_	7	conj	_	_
14	your	_	PRP$	PRP$	_	15	poss	_	_
15	hands	_	NNS	NNS	_	13	dobj	_	_
16	on	_	IN	IN	_	13	prep	_	_
17	the	_	DT	DT	_	18	det	_	_
18	table	_	NN	NN	_	16	pobj	_	_
19	.	_	.	.	_	4	punct	_	_

1	What	_	WP	WP	_	2	attr	_	_
2	is	_	VBZ	VBZ	_	0	null	_	_
3	this	_	DT	DT	_	2	nsubj	_	_
4	?	_	.	.	_	2	punct	_	_

1	Your	_	PRP$	PRP$	_	2	poss	_	_
2	past	_	NN	NN	_	3	nsubj	_	_
3	catching	_	VBG	VBG	_	0	null	_	_
4	up	_	RP	RP	_	3	prt	_	_
5	with	_	IN	IN	_	3	prep	_	_
6	you	_	PRP	PRP	_	5	pobj	_	_
7	.	_	.	.	_	3	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	A	_	DT	DT	_	2	det	_	_
2	lawyer	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Uhhuh	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	My	_	PRP$	PRP$	_	2	poss	_	_
2	lawyer	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Right	_	RB	RB	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	requested	_	VBD	VBD	_	0	null	_	_
3	a	_	DT	DT	_	4	det	_	_
4	lawyer	_	NN	NN	_	2	dobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	He	_	PRP	PRP	_	3	nsubj	_	_
2	should	_	MD	MD	_	3	aux	_	_
3	be	_	VB	VB	_	0	null	_	_
4	here	_	RB	RB	_	3	advmod	_	_
5	by	_	IN	IN	_	3	prep	_	_
6	now	_	RB	RB	_	5	pobj	_	_
7	.	_	.	.	_	3	punct	_	_

1	No	_	DT	DT	_	2	det	_	_
2	one	_	NN	NN	_	4	nsubj	_	_
3	's	_	VBZ	VBZ	_	4	aux	_	_
4	coming	_	VBG	VBG	_	0	null	_	_
5	for	_	IN	IN	_	4	prep	_	_
6	you	_	PRP	PRP	_	5	pobj	_	_
7	.	_	.	.	_	4	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	look	_	NN	NN	_	1	appos	_	_
4	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	'd	_	MD	MD	_	3	aux	_	_
3	like	_	VB	VB	_	0	null	_	_
4	a	_	DT	DT	_	5	det	_	_
5	chance	_	NN	NN	_	3	dobj	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	explain	_	VB	VB	_	5	infmod	_	_
8	this	_	DT	DT	_	10	det	_	_
9	whole	_	JJ	JJ	_	10	amod	_	_
10	thing	_	NN	NN	_	7	dobj	_	_
11	out	_	IN	IN	_	7	prt	_	_
12	.	_	.	.	_	3	punct	_	_

1	No	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	man	_	NN	NN	_	0	null	_	_
4	,	_	,	,	_	3	punct	_	_
5	no	_	UH	UH	_	3	dep	_	_
6	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	left	_	VBD	VBD	_	0	null	_	_
3	for	_	IN	IN	_	2	prep	_	_
4	like	_	IN	IN	_	3	dep	_	_
5	15	_	CD	CD	_	6	num	_	_
6	minutes	_	NNS	NNS	_	4	pobj	_	_
7	to	_	TO	TO	_	8	aux	_	_
8	get	_	VB	VB	_	6	infmod	_	_
9	something	_	NN	NN	_	8	dobj	_	_
10	to	_	TO	TO	_	11	aux	_	_
11	eat	_	VB	VB	_	9	infmod	_	_
12	,	_	,	,	_	2	punct	_	_
13	and	_	CC	CC	_	2	cc	_	_
14	like	_	IN	IN	_	2	conj	_	_
15	,	_	,	,	_	14	punct	_	_
16	an	_	DT	DT	_	17	det	_	_
17	army	_	NN	NN	_	21	nsubj	_	_
18	of	_	IN	IN	_	17	prep	_	_
19	cops	_	NNS	NNS	_	18	pobj	_	_
20	were	_	VBD	VBD	_	21	aux	_	_
21	raiding	_	VBG	VBG	_	14	dep	_	_
22	the	_	DT	DT	_	23	det	_	_
23	place	_	NN	NN	_	21	dobj	_	_
24	.	_	.	.	_	2	punct	_	_

1	They	_	PRP	PRP	_	2	nsubj	_	_
2	arrested	_	VBN	VBN	_	0	null	_	_
3	Meachum	_	NNP	NNP	_	2	dobj	_	_
4	,	_	,	,	_	3	punct	_	_
5	Garrigus	_	NNP	NNP	_	3	conj	_	_
6	,	_	,	,	_	3	punct	_	_
7	and	_	CC	CC	_	3	cc	_	_
8	Wilpon	_	NNP	NNP	_	3	conj	_	_
9	.	_	.	.	_	2	punct	_	_

1	That	_	DT	DT	_	0	null	_	_
2	's	_	VBZ	VBZ	_	1	dep	_	_
3	you	_	PRP	PRP	_	2	nsubj	_	_
4	.	_	.	.	_	1	punct	_	_

1	What	_	WP	WP	_	4	dobj	_	_
2	'd	_	MD	MD	_	4	aux	_	_
3	they	_	PRP	PRP	_	4	nsubj	_	_
4	get	_	VB	VB	_	0	null	_	_
5	?	_	.	.	_	4	punct	_	_

1	That	_	DT	DT	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	Beckett	_	NNP	NNP	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	50	_	CD	CD	_	2	num	_	_
2	bricks	_	NNS	NNS	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	all	_	PDT	PDT	_	6	predet	_	_
5	the	_	DT	DT	_	6	det	_	_
6	weapons	_	NNS	NNS	_	2	appos	_	_
7	.	_	.	.	_	2	punct	_	_

1	Two	_	CD	CD	_	2	num	_	_
2	mil	_	NN	NN	_	0	null	_	_
3	in	_	IN	IN	_	2	prep	_	_
4	cash	_	NN	NN	_	3	pobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	6	tmod	_	_
3	,	_	,	,	_	6	punct	_	_
4	now	_	RB	RB	_	6	advmod	_	_
5	,	_	,	,	_	6	punct	_	_
6	tell	_	VBP	VBP	_	0	null	_	_
7	me	_	PRP	PRP	_	6	dobj	_	_
8	when	_	WRB	WRB	_	10	advmod	_	_
9	I	_	PRP	PRP	_	10	nsubj	_	_
10	get	_	VBP	VBP	_	6	advcl	_	_
11	off	_	IN	IN	_	10	prep	_	_
12	track	_	NN	NN	_	11	pobj	_	_
13	,	_	,	,	_	12	punct	_	_
14	Whitcomb	_	NNP	NNP	_	12	appos	_	_
15	.	_	.	.	_	6	punct	_	_

1	15	_	CD	CD	_	2	num	_	_
2	years	_	NNS	NNS	_	3	dep	_	_
3	ago	_	RB	RB	_	6	advmod	_	_
4	,	_	,	,	_	6	punct	_	_
5	we	_	PRP	PRP	_	6	nsubj	_	_
6	raided	_	VBD	VBD	_	0	null	_	_
7	your	_	PRP$	PRP$	_	9	poss	_	_
8	stash	_	NN	NN	_	9	nn	_	_
9	house	_	NN	NN	_	6	dobj	_	_
10	and	_	CC	CC	_	6	cc	_	_
11	confiscated	_	VBD	VBD	_	6	conj	_	_
12	drugs	_	NNS	NNS	_	14	nn	_	_
13	,	_	,	,	_	14	punct	_	_
14	guns	_	NNS	NNS	_	11	dobj	_	_
15	,	_	,	,	_	14	punct	_	_
16	and	_	CC	CC	_	14	cc	_	_
17	one	_	CD	CD	_	18	number	_	_
18	million	_	CD	CD	_	14	conj	_	_
19	in	_	IN	IN	_	18	prep	_	_
20	cash	_	NN	NN	_	19	pobj	_	_
21	,	_	,	,	_	14	punct	_	_
22	but	_	CC	CC	_	14	cc	_	_
23	you	_	PRP	PRP	_	25	nsubj	_	_
24	had	_	VBD	VBD	_	25	aux	_	_
25	stashed	_	VBN	VBN	_	14	conj	_	_
26	another	_	DT	DT	_	27	dep	_	_
27	million	_	CD	CD	_	25	dobj	_	_
28	of	_	IN	IN	_	27	prep	_	_
29	Beckett	_	NNP	NNP	_	31	poss	_	_
30	's	_	POS	POS	_	29	possessive	_	_
31	money	_	NN	NN	_	28	pobj	_	_
32	somewhere	_	RB	RB	_	33	advmod	_	_
33	else	_	RB	RB	_	25	advmod	_	_
34	.	_	.	.	_	6	punct	_	_

1	Yeah	_	NNP	NNP	_	0	null	_	_
2	?	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	mean	_	VBP	VBP	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	we	_	PRP	PRP	_	6	nsubj	_	_
5	never	_	RB	RB	_	6	neg	_	_
6	found	_	VBD	VBD	_	2	ccomp	_	_
7	it	_	PRP	PRP	_	6	dobj	_	_
8	.	_	.	.	_	2	punct	_	_

1	And	_	CC	CC	_	5	cc	_	_
2	when	_	WRB	WRB	_	4	advmod	_	_
3	it	_	PRP	PRP	_	4	nsubj	_	_
4	came	_	VBD	VBD	_	5	dep	_	_
5	time	_	NN	NN	_	12	ccomp	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	call	_	VB	VB	_	5	infmod	_	_
8	the	_	DT	DT	_	9	det	_	_
9	boss	_	NN	NN	_	7	dobj	_	_
10	,	_	,	,	_	12	punct	_	_
11	you	_	PRP	PRP	_	12	nsubj	_	_
12	said	_	VBD	VBD	_	0	null	_	_
13	,	_	,	,	_	12	punct	_	_
14	``	_	``	``	_	12	punct	_	_
15	Hey	_	NNP	NNP	_	12	dep	_	_
16	,	_	,	,	_	15	punct	_	_
17	the	_	DT	DT	_	19	det	_	_
18	full	_	JJ	JJ	_	19	amod	_	_
19	boat	_	NN	NN	_	15	appos	_	_
20	.	_	.	.	_	12	punct	_	_

1	Two	_	CD	CD	_	2	number	_	_
2	million	_	CD	CD	_	5	nsubjpass	_	_
3	has	_	VBZ	VBZ	_	5	aux	_	_
4	been	_	VBN	VBN	_	5	auxpass	_	_
5	confiscated	_	VBN	VBN	_	0	null	_	_
6	,	_	,	,	_	5	punct	_	_
7	''	_	''	''	_	5	punct	_	_

1	and	_	CC	CC	_	3	cc	_	_
2	then	_	RB	RB	_	3	advmod	_	_
3	waited	_	VBD	VBD	_	0	null	_	_
4	for	_	IN	IN	_	8	mark	_	_
